,URL,TEXT,WIDTH,HEIGHT,similarity,punsafe,pwatermark,AESTHETIC_SCORE,hash
5327,https://ru.yktravelphoto.com/images/10/NZSILFLLM02.jpg,"Lake Manapouri, South Island, New Zealand",825.0,550.0,0.31169572472572327,2.2048096e-05,0.0897678,6.511649,-7271742977527732281
5377,https://1.bp.blogspot.com/-o_fkJmgqR90/VvbeHPsSr8I/AAAAAAAAusg/W1oI4IktQ_wxSlSb61xejF1pfT8ndwYbw/s1600/08-Melody-David-Gray-Lost-in-Thought-Realistic-Oil-Paintings-www-designstack-co.jpg,08-Melody-David-Gray-Lost-in-Thought-Realistic-Oil-Paintings-www-designstack-co,720.0,535.0,0.3342919647693634,0.0021209717,0.5132036,6.919323,-7226292533313453482
5493,https://photos.smugmug.com/Landscapes/Yosemite-2017-Calendar/i-fz5GJzz/1/8fa32275/L/Half-Dome-Tunnel-View-El-Capitan-Bridalviel-Falls-Winter-Snow-Yosemite-National-Park-Fine-Art-Photography-Healthcare-Fine-Art-II_D811687-V3-L.jpg,"""""""Tunnel View in Yosemite National Park in Winter""""""",800.0,534.0,0.3152281939983368,6.043895e-07,0.11998615,6.5681453,1524530309986331152
5585,https://i.pinimg.com/564x/df/bf/12/dfbf12d099009dcdbe5285f1683afb0d.jpg,Red and White (WiP) by Jeremy Lipking,564.0,564.0,0.3429224491119385,7.955047e-06,0.123781025,6.616596,-6062175565041195960
5628,https://paintingandframe.com/art-imgs/thomas_kinkade/victorian_autumn-9596.jpg,Victorian Autumn painting - Thomas Kinkade Victorian Autumn Art Print,960.0,640.0,0.32918304204940796,8.797075e-06,0.2540097,6.534897,-690907758212520400
5648,https://static01.nyt.com/images/2017/07/07/arts/087ENTHUSIAST/087ENTHUSIAST-articleLarge.jpg?quality=75&auto=webp&disable=upscale,Image result for Daphne du Maurier,600.0,775.0,0.3304832875728607,3.0652787e-05,0.10396509,6.5242066,4224698809723806498
5700,https://hagermanart.com/wp-content/uploads/2018/11/Spring-Moon-giclee.jpg,realistic landscape oil painting bluebonnets oak trees stream moonrise by William Hagerman,800.0,642.0,0.35833513736724854,5.043953e-07,0.039080404,6.743284,8368258456865940179
5775,https://nmwa.org/wp-content/uploads/2020/05/Rosa-Bonheur-Sheep.png,"Longhaired sheep lounge on earthy grassland in front of a rocky shore and calm, pale blue sea. In the foreground, two large mature sheep with brown hair sit together with a  younger, white-haired sheep. Behind them, a group of four honey-colored sheep sit closer to the shore.",800.0,540.0,0.386887788772583,3.2135427e-05,0.06849833,6.6112833,-7172779130479069109
5792,https://alchetron.com/cdn/jules-bastien-lepage-be7d4f78-1b65-458f-ad6a-b73d581b532-resize-750.jpg,Jules Bastien-Lepage Jules BastienLepage Wikipedia the free encyclopedia,750.0,693.0,0.3382740616798401,0.00018838048,0.11755695,6.590207,2896442927263017790
5929,http://img.wennermedia.com/760-width/1443105031_viola-davis-julius-tennon-zoom.jpg,Viola Davis On Emmys 2015 Speech My Husband Said Quot What Is,760.0,632.0,0.34708645939826965,0.004671395,0.2789272,6.6000986,-7621846890471504911
5941,"https://hipvan-images-production.imgix.net/product-images/947edd6e-64ce-45a2-8fb2-0f57a1ab1b8b/Gianna-by-HipVan--Gianna-Dining-Table-2-2m-4.png?fm=jpg&auto=format,compress&cs=srgb&fit=fill&bg=ffffff&ixlib=react-9.2.0&w=650&h=650",Gianna Dining Table 2.2m - 1,650.0,650.0,0.28846120834350586,2.7200123e-05,0.063753664,6.636736,2536440265410370625
6030,https://www.dorsetview.co.uk/wp-content/uploads/2021/08/Evening-reflection.jpg,Evening Reflection by acclaimed watercolour artist Cathy Veale,770.0,647.0,0.3086274564266205,1.0543766e-06,0.7781799,6.6209183,-7942223625583011516
6217,https://images.fineartamerica.com/images-medium-large-5/remains-of-the-past-.jpg,Castle Photograph - Remains Of The Past by,900.0,597.0,0.2874777913093567,3.5240922e-05,0.45150596,6.5050273,-8921076313095344228
6241,https://render.fineartamerica.com/images/rendered/default/print/6/8/break/images/artworkimages/medium/1/melancholy-butterflies-dorina-costras.jpg,Butterflies Art Print featuring the painting Melancholy Butterflies by Dorina Costras,572.0,799.0,0.3191176652908325,0.000834465,0.21953999,6.700081,9037534257869729091
6346,https://d2qs8jo5daq3wi.cloudfront.net/photos/143803/large/ba.jpg?1445181600,"Beauty of Baranasi Ghat-19 by Mainuddin Mullick, Impressionism Painting, Acrylic on Canvas, Brown color",690.0,514.0,0.34808269143104553,8.745325e-07,0.15852419,6.7933836,8667953362106981664
6361,https://i.pinimg.com/736x/41/6b/0e/416b0ec7416864b208e91b583c44c93d.jpg,"Edouard-Léon Cortès (French, 1882-1969) Place de la Bastille Oil on canvas 13 x 18 inches (33.0 x 45.7 cm) Signed lower left: Edouard Cortès:",736.0,525.0,0.3357698917388916,3.745103e-07,0.027513234,6.602342,8912505470125156389
6391,https://www.aenigma-images.com/wp-content/uploads/2016/01/ella-raines-by-ray-jones.png,Ella Raines by Ray Jones,800.0,644.0,0.3062158524990082,0.020072907,,6.5649652,3202173447668282496
6394,https://seuppcdn01.1x.com/images/user/12f8fe096eb0f9e03dae9b958315f1e7-sd.jpg,A piece of fine art art photography titled Hamnoy Red Cabins by Jesús M. García,1000.0,580.0,0.36394625902175903,1.4809572e-06,0.9560685,6.779963,631660066032999600
6531,https://s3.amazonaws.com/pyl_showcase/paint_big/B_183200817201_4433_243200863022_u.jpg,oil painting from photo of mother and child,635.0,532.0,0.32214099168777466,0.00077337027,0.27026272,6.617068,-272682163003394131
6565,https://www.fashiongonerogue.com/wp-content/uploads/2015/07/Irina-Shayk-Nude-Snake-Pose.jpg,Irina Shayk poses nude with a snake for Sorbet Magazine,800.0,520.0,0.3510545790195465,0.9523685,0.61060226,6.5264874,-7959365027037795105
6573,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/ad8ce1f1-a250-4e5a-a3e2-52f83b14ff45/d475odf-f5b6cae1-7045-4152-9911-c76d270f113f.png?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwic3ViIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsImF1ZCI6WyJ1cm46c2VydmljZTpmaWxlLmRvd25sb2FkIl0sIm9iaiI6W1t7InBhdGgiOiIvZi9hZDhjZTFmMS1hMjUwLTRlNWEtYTNlMi01MmY4M2IxNGZmNDUvZDQ3NW9kZi1mNWI2Y2FlMS03MDQ1LTQxNTItOTkxMS1jNzZkMjcwZjExM2YucG5nIn1dXX0.JnDnxeRQSSCOJ6XM2QMgBWN4k9RHn6tJA2oMgQltZZY,Little Red Riding Hood by Whendell,800.0,632.0,0.357604444026947,0.020403594,0.8027979,6.513494,7641288340698912620
6592,https://images.mojarto.com/photos/216801/large/2016-10-22_19.51.04.jpg?1508141052,"Old lady by Uday Bhan, Realism Painting, Watercolor on Paper, Gray color",690.0,839.0,0.3260258734226227,2.3038579e-06,0.2862824,6.8640084,1772227819067859036
6678,https://2.bp.blogspot.com/-wcgQ2gBT9kA/UGc4IzgmX5I/AAAAAAACDQo/-BWTyZ3o7gE/s1600/Barry+Gross+1948++American+-+Mixed+Media+painter+-+Tutt'Art@+(20).jpg,Barry Gross 1948 | American Surrealist painter,675.0,784.0,0.3049647808074951,3.6345376e-05,0.18814313,6.625299,8404563362155437246
6721,https://2.bp.blogspot.com/-W2syfe_kVJA/UDfhQoTHwDI/AAAAAAAB7Iw/TAc3ZB9wwLI/s1600/Marek+Langowski+-+Polish+Impressionist+Landscapes+painter+-+Tutt%27Art@+%2825%29.jpg,Marek Langowski | Polish Impressionist Landscapes painter | Venice by night,700.0,702.0,0.3057599365711212,1.0683911e-05,0.07124218,6.584097,4656708753964717955
6726,http://nobility.org/wp-content/uploads/2014/01/flower-market.jpg,The flower market by  Victor Gabriel Gilbert,697.0,599.0,0.3620893657207489,5.192071e-06,0.029006755,6.631338,8455766863670597575
7041,http://d3lp4xedbqa8a5.cloudfront.net/s3/digital-cougar-assets/Elle/2015/01/27/50600/2.jpg?width=690&amp;height=&amp;mode=crop&amp;quality=75,Diane Kruger at the 72nd Annual Golden Globes this year wearing Emilia Wickstead.,615.0,923.0,0.3285726308822632,0.9549334,0.05437949,6.663768,2602254345825039987
7049,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/a09078ed-0368-4942-bf98-2ed9f6ea92a4/d208zfm-0880eba7-37e1-4058-b462-4ee1a784192e.jpg/v1/fill/w_900,h_601,q_75,strp/forever_autumn_by_digital_dom.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwic3ViIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl0sIm9iaiI6W1t7InBhdGgiOiIvZi9hMDkwNzhlZC0wMzY4LTQ5NDItYmY5OC0yZWQ5ZjZlYTkyYTQvZDIwOHpmbS0wODgwZWJhNy0zN2UxLTQwNTgtYjQ2Mi00ZWUxYTc4NDE5MmUuanBnIiwid2lkdGgiOiI8PTkwMCIsImhlaWdodCI6Ijw9NjAxIn1dXX0.y6D6Ek5ou_AwEUwg8_7AVuW3uC8_jzMx6TWaAYfml7U",Forever Autumn By Digital Dom On Deviantart,900.0,601.0,0.318006306886673,1.5234514e-06,0.069310844,6.9234886,5052691355313001620
7076,https://cdn.shopify.com/s/files/1/1216/8364/articles/Let_sGoToWork_1024x1024.jpg?v=1603196271,"Nostalgic London Paintings, greetings from our art studio",600.0,600.0,0.3365459144115448,5.370807e-05,0.058623742,6.7867575,-2608473863531185209
7124,https://i.skyrock.net/7435/76037435/pics/2983192045_1_9_rlkJFEGy.png,Diane Kruger for Madame Figaro ( February 2011 ),600.0,780.0,0.32249122858047485,0.90759134,0.17116255,6.7588124,-8493632518908520603
7413,https://i.servimg.com/u/f36/19/67/65/91/2f182a10.jpg,A bicyclette ... - Page 3 2f182a10,564.0,713.0,0.2850690186023712,3.2740816e-05,0.07991164,6.620495,1503659121475565572
7423,https://media.altchar.com/prod/images/940_530/gm-7d8545a2-0cde-4d99-a2eb-c86ade8c3dca-desperados3a.jpeg,A cowboy walking towards a group of people in Desperados 3,940.0,530.0,0.325778990983963,0.0002720058,0.063196,6.508129,-6021882017311073780
7651,https://1.bp.blogspot.com/-jXN26ye1cIk/VNrRXNzJ3_I/AAAAAAAAP0M/725g7PnHRzE/s1600/vic.jpg,Royal Musings 175 Years Ago Today Queen Victoria Married Prince Albert,576.0,850.0,0.33324405550956726,8.20826e-05,0.2606401,6.5070715,-4282035267104894149
7671,http://webneel.com/sites/default/files/images/manual/paint-rob/rob-hefferan-painting%20(17).jpg,Glamour Oil Paintings Rob Hefferan,524.0,800.0,0.3233576714992523,0.0027597845,0.3985956,7.105021,-8850514210502429183
7682,https://i.pinimg.com/736x/fb/0f/37/fb0f376188aff4023e8fc5068979ea4a.jpg,17 Best images about Watercolor Tutorials (2) on Pinterest ...,736.0,534.0,0.31889310479164124,1.3553003e-07,0.104206644,6.5092125,-6408435783409738711
7696,https://images.fineartamerica.com/images/artworkimages/mediumlarge/1/peter-iredale-shipwreck-under-starry-night-sky-david-gn.jpg,Peter Iredale Photograph - Peter Iredale Shipwreck Under Starry Night Sky by David Gn,900.0,600.0,0.32439273595809937,2.1890166e-05,0.16878681,6.6464276,2353784919345502422
7756,https://drscdn.500px.org/photo/87330287/m%3D900/9b754583d370f089cf18702789c00277,Photograph Athabasca Falls Canyon by Chris  Burkard on 500px,601.0,900.0,0.3479735553264618,2.891699e-05,0.09887094,6.623078,-4360661439458159115
8029,https://www.nexofin.com/archivos/2018/05/japanese-make-hyper-realistic-portraits-and-you-would-surely-confuse-them-with-photographs-5afa2245a6e74__880.jpg,Japanese-make-hyper-realistic-portraits-and-you-would-surely-confuse-them-with-photographs-5afa2245a6e74__880,880.0,623.0,0.3423067629337311,8.10222e-06,0.704575,6.8747196,4462251290042021164
8065,https://i.pinimg.com/736x/68/5b/73/685b737ea0cc60bad733c3cbc00d5ed2--dance-legend-fred-astaire.jpg,Fred Astaire. The man.,562.0,700.0,0.34488973021507263,2.279345e-05,0.6422331,6.718671,-7170253490094317305
8142,https://theawesomedaily.com/wp-content/uploads/2016/04/ballet-dancers-practice-on-streets-cuba-omar-robles-7.jpg,Ballet Dancers On Streets Of Cuba 2,650.0,812.0,0.3593268394470215,0.0018499494,0.10712764,6.5247235,6022533495269549020
8317,https://i.pinimg.com/736x/be/0d/a0/be0da038e11bd2f511d82256eb5fab0e--bbc-poldark-poldark-.jpg,"""""""Official Poldark on Twitter: """"""""Happy Birthday to the gifted & gorgeous @ReedHeida! We can't wait to show you more of her in #Poldark S2 this year!""""""""""""""",600.0,900.0,0.3134361207485199,0.03422001,0.24569055,6.501092,-8261771904030789072
8400,http://static.fashionbeans.com/wp-content/uploads/2012/09/sara8.jpg,Sarar Autumn/Winter 2012 Advertising Campaign - Image #11,900.0,600.0,0.3040503263473511,0.07866377,0.3278059,6.6203747,-775249316550040047
8416,http://lh3.googleusercontent.com/rBdxIEZUgq6RAA13IT8BdluDdiEXAv07uFT8s2FKO8YXuKjLU3h8gJUXXAxstRO4MkMXT78P1ssUQ3Qrl2b7Slg=s900,Ship Reflection by Gunk Satria - Transportation Boats,900.0,600.0,0.33066579699516296,2.8114096e-05,0.13824618,6.8370457,6868177622960306986
8439,https://photos.smugmug.com/WALES/SOUTH-WALES/VALE-OF-GLAMORGAN-GALLERIES/VALE-OF-GLAMORGAN-LANDSCAPE-IMAGES/i-P5fsghz/2/0fa6be03/L/SOUTHERNDOWN%20CLIFFS_SOUTHERNDOWN%20LANDSCAPE_DARK%20SKIES_SCOTT%20WARNE_001102017-L.jpg,"SOUTHERNDOWN CLIFFS, SOUTH WALES. BY SCOTT WARNE",800.0,534.0,0.33956125378608704,2.311597e-05,0.35260922,6.6182404,3893534467428571395
8505,https://render.fineartamerica.com/images/rendered/default/print/8/10/break/images-medium-5/strawberries-on-yellow-and-blue-robert-papp.jpg,Strawberry Art Print featuring the painting Strawberries on Yellow and Blue by Robert Papp,599.0,763.0,0.32619982957839966,1.33116055e-05,0.08516794,6.6168585,7743378751396167422
8579,"http://ih0.redbubble.net/image.13317856.7840/flat,800x800,070,f.png",Dusk at the Red Sea Reef by Henry Jager,640.0,800.0,0.3207113444805145,1.965325e-05,0.11211409,6.5579166,-5999721090882365522
8583,http://4.bp.blogspot.com/-3q0NdXbldfU/Td-H4vDiETI/AAAAAAAACB0/PUO8Cp9P4-c/s1600/the+perfume+of+roses%252C+1909+-+americanart.si.edu.jpg,charles courtney curran roses,653.0,832.0,0.33030709624290466,9.977855e-06,0.20518175,6.833921,-1253606458264598337
8610,https://m.psecn.photoshelter.com/img-get2/I0000ESNjFg1eUw0/fit=1000x750/g=G0000TDmmeFk4o00/Standing-on-the-Edge.jpg,A line of pastel coloured beach huts standing on stilts at the edge of the water at Heybridge Basin in Essex under pink dawn clouds.,750.0,750.0,0.33234819769859314,0.000105150684,0.21454822,6.6090236,5038275952267002898
8624,https://www.nationalgalleries.org/sites/default/files/styles/thumbnail/public/externals/75242.jpg?itok=VMfuDIKO,Lady Agnew of Lochnaw (1864 - 1932) (1892),600.0,762.0,0.31361624598503113,1.4565552e-05,0.1801164,6.664675,4932089713140687593
8657,https://www.colombart.co.uk/Art/clare-haley-CLHA78-nf.jpg,"Clare Haley, Original oil painting on panel, A Fine Yorkshire Day No frame image. Click to enlarge",550.0,551.0,0.32991141080856323,3.7332054e-06,0.39820307,6.603927,-5823503953232762452
8713,https://drscdn.500px.org/photo/120837933/m%3D900/v2?webp=true&sig=c100c3b03fd8753083ad65fa5a607f3546ebb60a79dbfcb868f322f31a0f7bbc,Simply Heleniums by Jacky Parker on 500px.com,900.0,540.0,0.3782506287097931,5.5558385e-06,0.42807555,6.5146875,-6264178650660648118
8750,https://secureservercdn.net/50.62.172.113/eb8.ef0.myftpupload.com/wp-content/uploads/2020/08/FFVII_AERITH_3.png?time=1603300659,Final Fantasy VII Remake On Sale For A Limited Time (VIDEO),1024.0,576.0,0.29918724298477173,0.004301101,0.10671132,6.7242203,-5686571885686018534
9031,https://d2ezq7t0wj6z8f.cloudfront.net/uNCPQDBZlUGyfli1MjB0bX14zxY=/750x541/filters:quality(40)/product/0/c/d8c2fc1703d44719b394bdb724af6f9e.jpg,Beauty of Autumn Mountain Village - Watercolor Painting -,750.0,541.0,0.34640589356422424,1.4417579e-07,0.106561825,6.7470527,-8334766169790299389
9072,http://images.on-this.website/12155_20687494884f1f1e70a12bf.jpg,Youghal - Black and White,800.0,533.0,0.3028181791305542,7.738643e-06,,6.545506,4391385015524530606
9126,https://media.finnkino.fi/1012/Event_12670/gallery/Frozen2_800c.jpg,EventGalleryImage_Frozen2_800c.jpg,800.0,600.0,0.3014598488807678,2.0637424e-05,0.1350369,6.5710993,-1373567708292853415
9152,https://www.mcny.org/sites/default/files/2017_38_28-3.jpg,Photograph by Walter Rosenblum of people playing hopscotch on 105th Street near Park Avenue.,650.0,540.0,0.3464291989803314,7.3617707e-06,0.11320693,6.537158,-3943680213280579973
9166,https://images.squarespace-cdn.com/content/5ad8ed92a9e028fd267b76c7/1525187820495-L62OCE60W92XAZXO6QW2/Kelso+copy.jpg?content-type=image%2Fjpeg,"""""""Richard Kelso in his studio""""  40""""x44"""", oil on linen""",720.0,642.0,0.3471553325653076,2.9698283e-05,0.5,6.597601,6656949852483751920
9188,https://spraggonphotography.co.uk/photos/800/ssprag3003.jpg,St Cuthbert's in the Mist,800.0,533.0,0.32341232895851135,4.7425194e-05,0.7652484,6.6498756,-6751753980734222082
9194,https://i.dailymail.co.uk/i/newpix/2018/03/02/11/49B8447300000578-5454039-image-a-228_1519989643165.jpg,Frozen musical preview photos are unveiled | Daily Mail Online,634.0,817.0,0.3269897699356079,0.8231344,0.4687124,6.65196,-1100801932685553437
9363,https://photos.smugmug.com/Landscapes/California-Oaks/i-2bTGVwf/0/565e87a8/L/Frosty_Winter_Pines_San_Gabriel_Mountains__MG_7785-L.jpg,Los Angeles Winter Snow Mountain Trees photo Southern California,800.0,533.0,0.3205282390117645,9.223468e-06,0.10441176,6.5371857,-8947404450481622322
9380,https://rceliamendonca.files.wordpress.com/2020/10/william-clarke-wontner-1857-1930-the-emerald-necklace_thumb.jpg?w=655&h=789,William Clarke Wontner (1857-1930) The Emerald Necklace,655.0,789.0,0.3309697210788727,2.0157724e-05,0.20992789,6.709831,-7195542897550314241
9387,https://drscdn.500px.org/photo/17943845/m=1170/6a5196a6d52090f414ea2b777e37d88a,Photograph The autumn bench by Christophe Toffolo on 500px,900.0,600.0,0.3718376159667969,1.9793493e-05,0.1664761,6.558596,1896016102666089849
9416,https://www.hugogalerie.com/wp-content/uploads/2019/04/Jacquet_Le-Port-dAttache-700x700_c.jpg,Oil on board painting of a blue rowboat moored for the night at a dock of row houses with one a storefront illuminated by Philippe Charles Jacquet titled Le Port d'Attache.,700.0,700.0,0.3150224983692169,2.3670786e-05,0.27589837,6.7205796,-2023245969523860752
9431,https://www.reckontalk.com/wp-content/uploads/2016/08/Outstanding-Portraits-Of-Ballet-Dancers-Practicing-On-The-Streets-Of-New-York-2.jpg,"ballet, ballet dancers, photography, Omar Robles, New York, street photography, awesome, art",700.0,700.0,0.3506106734275818,0.018944234,0.113938116,6.6822,-6465691945765911464
9520,https://myartmagazine.com/file/image/2-2016/8-woman-watercolor-paintings-by-jason-siew.jpg,woman watercolor paintings by jason siew,630.0,756.0,0.31932634115219116,0.0031199753,0.60553145,6.733615,-6980022984743888474
9532,https://photos.smugmug.com/Portfolio/Gary-Hart-Photo/i-Wc7VJx7/1/a26f32e4/L/_M7C0857YNPValleyViewAutumnSnow_SM-L.jpg,"Autumn Storm, Valley View, Yosemite",800.0,534.0,0.3179098963737488,4.9466206e-07,0.431655,6.5779614,-5387926579545368878
9575,http://fcbahistory.pbworks.com/f/Megan%20Boone%2001.jpg,"Megan Boone naked (15 photo), video Feet, Twitter, braless 2019",650.0,704.0,0.3195848762989044,0.9796319,0.2293923,6.6667747,-5712124900907636700
9650,https://www2.pictorem.com/uploads/gallerysmall/gallerysmall_57620.jpg,Going to the wash house by Daniel Ridgway Knight,671.0,532.0,0.325849324464798,8.5265514e-05,0.044630364,6.512843,6725064605183527630
9694,https://ssl.c.photoshelter.com/img-get/I0000vZZpQ9g4aO4/s/800/700/26013726-2.jpg,"Tent camp near the Lost Lake Trail, Chugach National Forest, Seward, Alaska.",800.0,528.0,0.31362661719322205,1.3953955e-05,0.11839914,6.5198245,-2695062429144933762
9747,https://render.fineartamerica.com/images/rendered/default/poster/8/10/break/images/artworkimages/medium/1/rocky-mountain-high-karen-stark.jpg,Rocky Mountains Poster featuring the painting Rocky Mountain High by Karen Stark,600.0,800.0,0.30736154317855835,2.4839567e-08,0.2162048,6.779263,-9173391290625725352
9779,https://i.pinimg.com/736x/96/f4/36/96f436839cfa74b82d98aaf79fb69e9c.jpg,Digital Collages by Marcelo Monreal,736.0,736.0,0.28535282611846924,0.0018092394,0.30365354,6.5019135,4112350690595298700
